,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_random_state,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.08277983665466308,0.036719937644643014,0.0031911373138427735,0.0011628021395786155,0.01,l1,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 0.01, 'penalty': 'l1', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6074172819250752,0.5688374245388191,0.5688128783189786,0.5603172098161445,0.5786133249164892,0.5767996239031012,0.01636817150443197,10
1,0.18430690765380858,0.04314862176963109,0.0021945953369140623,0.0003986609145329199,0.01,l2,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 0.01, 'penalty': 'l2', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.643092278244042,0.5902095033760333,0.5756753354384567,0.570459507088561,0.6019779583892264,0.596282916507264,0.025891917915897518,1
2,0.26848368644714354,0.03740471351026577,0.002194070816040039,0.00039916051329853445,0.1,l1,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 0.1, 'penalty': 'l1', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6304137481331903,0.588941650364948,0.5738672723267206,0.5719087824508798,0.5916541729135432,0.5913571252378563,0.021049824418196507,9
3,0.18969407081604003,0.0051013757686013,0.0021942138671875,0.00039849331237115334,0.1,l2,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 0.1, 'penalty': 'l2', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6400123051681705,0.5934708988031383,0.5738672723267206,0.5751703095820512,0.598356085115337,0.5961753741990835,0.02396919002707211,2
4,0.28523688316345214,0.0643402501061714,0.0019958019256591797,0.0006309781456407829,1,l1,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 1, 'penalty': 'l1', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6356644790812142,0.5936523211543719,0.5733228077169203,0.5720902706541466,0.598356085115337,0.594617192744398,0.023068173146228978,4
5,0.1944796085357666,0.005388680158108426,0.002194070816040039,0.00039904144293596155,1,l2,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 1, 'penalty': 'l2', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6353016343787468,0.5936523211543719,0.5733228077169203,0.5748073331755176,0.5981745969120703,0.5950517386675254,0.02242207444344451,3
6,0.30957231521606443,0.032827283558543446,0.002193641662597656,0.0003987799559728668,10,l1,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 10, 'penalty': 'l1', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6354830567299804,0.5934708988031383,0.5733228077169203,0.5719087824508798,0.5981745969120703,0.5944720285225978,0.023034779451954097,5
7,0.17014493942260742,0.04823063198542358,0.0021943569183349608,0.0007455378383826089,10,l2,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 10, 'penalty': 'l2', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6354830567299804,0.5934708988031383,0.5733228077169203,0.5719087824508798,0.5981745969120703,0.5944720285225978,0.023034779451954097,5
8,0.2684814453125,0.07403093937608443,0.002195310592651367,0.0007468117468514599,100,l1,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 100, 'penalty': 'l1', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6354830567299804,0.5934708988031383,0.5733228077169203,0.5719087824508798,0.5981745969120703,0.5944720285225978,0.023034779451954097,5
9,0.18450579643249512,0.02291782263862575,0.0025934219360351563,0.000797940597063527,100,l2,<mtrand.RandomState object at 0x0000020942D8E510>,liblinear,"{'C': 100, 'penalty': 'l2', 'random_state': <mtrand.RandomState object at 0x0000020942D8E510>, 'solver': 'liblinear'}",0.6354830567299804,0.5934708988031383,0.5733228077169203,0.5719087824508798,0.5981745969120703,0.5944720285225978,0.023034779451954097,5
