,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5726517677307129,0.03334810674394256,0.010770606994628906,0.00028087017663523006,0,0.001,2,0.1,10,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.1, 'n_estimators': 10, 'random_state': 2}",0.5531824053407436,0.5613973171829743,0.5732594198687576,0.5691079457572074,0.5606809921695547,0.5635256160638475,0.007007323178028674,381
1,1.9388185501098634,0.0901795598549391,0.015772056579589844,0.0007820922008912476,0,0.001,2,0.1,50,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.1, 'n_estimators': 50, 'random_state': 2}",0.5423017236024047,0.5613973171829743,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5613673512200668,0.010653088941440198,401
2,3.7422252178192137,0.1001958007994736,0.022632837295532227,0.0009891989432808297,0,0.001,2,0.1,100,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.1, 'n_estimators': 100, 'random_state': 2}",0.5423017236024047,0.5570960795461048,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5605071036926929,0.010788737226230596,421
3,0.49843430519104004,0.003032281323263006,0.010314035415649413,6.743822813356681e-05,0,0.001,2,0.2,10,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.2, 'n_estimators': 10, 'random_state': 2}",0.5531824053407436,0.5613973171829743,0.5732594198687576,0.5691079457572074,0.5606809921695547,0.5635256160638475,0.007007323178028674,381
4,1.9435554981231689,0.06926092241765697,0.015513324737548828,0.0003334255520138197,0,0.001,2,0.2,50,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.2, 'n_estimators': 50, 'random_state': 2}",0.5423017236024047,0.5613973171829743,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5613673512200668,0.010653088941440198,401
5,3.7313161373138426,0.1218604081968944,0.022786426544189452,0.0009149109160921028,0,0.001,2,0.2,100,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.2, 'n_estimators': 100, 'random_state': 2}",0.5423017236024047,0.5570960795461048,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5605071036926929,0.010788737226230596,421
6,0.5313558578491211,0.003977888788076822,0.010317802429199219,0.00012947555765439411,0,0.001,2,0.5,10,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.5, 'n_estimators': 10, 'random_state': 2}",0.5531824053407436,0.5613973171829743,0.5732594198687576,0.5691079457572074,0.5606809921695547,0.5635256160638475,0.007007323178028674,381
7,1.974144172668457,0.0435876586122334,0.015221452713012696,6.907535556811606e-05,0,0.001,2,0.5,50,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.5, 'n_estimators': 50, 'random_state': 2}",0.5423017236024047,0.5613973171829743,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5613673512200668,0.010653088941440198,401
8,3.71656813621521,0.14804332104231577,0.022849845886230468,0.0008607704173574518,0,0.001,2,0.5,100,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 0.5, 'n_estimators': 100, 'random_state': 2}",0.5423017236024047,0.5570960795461048,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5605071036926929,0.010788737226230596,421
9,0.5263972282409668,0.008467132616501364,0.010325384140014649,0.0001053335764870367,0,0.001,2,1,10,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 10, 'random_state': 2}",0.5531824053407436,0.5613973171829743,0.5732594198687576,0.5691079457572074,0.5606809921695547,0.5635256160638475,0.007007323178028674,381
10,1.9369470119476317,0.08022360925914822,0.015259218215942384,0.00029120009949839463,0,0.001,2,1,50,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 50, 'random_state': 2}",0.5423017236024047,0.5613973171829743,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5613673512200668,0.010653088941440198,401
11,3.711006212234497,0.13950137159963202,0.022108745574951173,0.00042386962362931106,0,0.001,2,1,100,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 100, 'random_state': 2}",0.5423017236024047,0.5570960795461048,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5605071036926929,0.010788737226230596,421
12,0.5297323226928711,0.004755971446073992,0.010369586944580077,0.00011856193247359776,0,0.001,2,5,10,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 5, 'n_estimators': 10, 'random_state': 2}",0.5531824053407436,0.5613973171829743,0.5732594198687576,0.5691079457572074,0.5606809921695547,0.5635256160638475,0.007007323178028674,381
13,1.9452834606170655,0.08036496988656917,0.015390729904174805,8.186928802592098e-05,0,0.001,2,5,50,2,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 5, 'n_estimators': 50, 'random_state': 2}",0.5423017236024047,0.5613973171829743,0.5733487773881928,0.5691079457572074,0.5606809921695547,0.5613673512200668,0.010653088941440198,401
